no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_canceled
0.21,-0.31,-0.99,0.49,2.16,-0.21,-0.59,0.33,0.42,-1.38,1.61,0.48,-0.18,-0.07,-0.1,-0.77,-0.91,0
0.21,4.02,-0.99,-0.17,-0.49,-0.21,2.67,-0.87,0.42,-0.74,1.05,0.48,-0.18,-0.07,-0.1,3.57,1.54,0
0.21,-0.31,2.39,2.47,-0.49,-0.21,-0.59,0.65,0.42,-0.11,0.25,-1.0,-0.18,-0.07,-0.1,-0.88,-0.91,0
0.21,-0.31,-0.99,-0.17,-0.49,-0.21,-0.59,0.65,0.42,-0.11,-0.2,0.48,-0.18,-0.07,-0.1,-0.01,0.32,0
0.21,-0.31,1.26,-0.83,2.16,-0.21,-0.59,-0.68,0.42,0.53,-0.54,-1.0,-0.18,-0.07,-0.1,-0.55,-0.91,0
0.21,-0.31,0.13,-0.17,-0.49,-0.21,-0.59,1.79,0.42,0.85,1.38,0.48,-0.18,-0.07,-0.1,-0.25,2.77,0
-1.68,-0.31,-0.99,-0.17,2.16,-0.21,-0.59,-0.78,0.42,0.21,0.82,0.48,-0.18,-0.07,-0.1,0.62,1.54,0
0.21,-0.31,0.13,-0.83,-0.49,-0.21,-0.59,-0.39,-2.38,0.85,-1.21,-1.0,-0.18,-0.07,-0.1,-0.94,-0.91,0
0.21,-0.31,1.26,-0.83,2.16,-0.21,-0.59,-0.3,0.42,-1.06,-1.44,0.48,-0.18,-0.07,-0.1,0.04,-0.91,0
2.1,-0.31,0.13,0.49,-0.49,-0.21,1.37,0.2,0.42,-1.06,1.05,0.48,-0.18,-0.07,-0.1,0.42,2.77,0
0.21,1.86,-0.99,-0.83,-0.49,-0.21,1.37,-0.9,0.42,-1.06,-1.55,0.48,-0.18,-0.07,-0.1,1.0,0.32,1
0.21,-0.31,-0.99,0.49,-0.49,4.77,1.37,-0.43,0.42,0.85,1.27,0.48,-0.18,-0.07,-0.1,1.25,2.77,0
0.21,-0.31,1.26,1.81,-0.49,-0.21,-0.59,1.32,0.42,-0.11,1.27,0.48,-0.18,-0.07,-0.1,-0.72,0.32,0
-3.57,4.02,1.26,1.15,-0.49,-0.21,0.06,3.35,-2.38,0.85,0.93,0.48,-0.18,-0.07,-0.1,-1.07,-0.91,1
-1.68,-0.31,1.26,-1.5,-0.49,-0.21,-0.59,1.09,0.42,-0.42,-1.21,0.48,-0.18,-0.07,-0.1,0.14,0.32,0
0.21,-0.31,-0.99,0.49,-0.49,-0.21,-0.59,2.11,0.42,0.21,0.82,0.48,-0.18,-0.07,-0.1,-0.76,-0.91,1
0.21,4.02,0.13,-0.83,-0.49,-0.21,2.67,-0.12,0.42,-0.42,1.27,0.48,-0.18,-0.07,-0.1,1.99,1.54,0
0.21,-0.31,1.26,-0.17,-0.49,-0.21,-0.59,-0.94,0.42,-0.74,-0.08,-1.0,-0.18,-0.07,-0.1,-0.63,0.32,0
0.21,-0.31,1.26,1.81,-0.49,-0.21,-0.59,-0.82,-2.38,0.21,1.72,-1.0,-0.18,-0.07,-0.1,-0.55,-0.91,0
2.1,-0.31,1.26,0.49,-0.49,-0.21,1.37,-0.88,0.42,-1.38,1.27,0.48,-0.18,-0.07,-0.1,1.46,-0.91,1
-1.68,-0.31,1.26,-0.17,-0.49,-0.21,1.37,-0.47,0.42,0.85,-1.55,0.48,-0.18,-0.07,-0.1,0.89,0.32,1
0.21,-0.31,0.13,-0.17,-0.49,-0.21,-0.59,0.28,0.42,-0.74,0.48,-1.0,-0.18,-0.07,-0.1,-1.07,0.32,0
0.21,-0.31,-0.99,-0.83,2.16,-0.21,-0.59,-0.81,0.42,-1.06,-1.21,0.48,-0.18,-0.07,-0.1,-0.98,0.32,0
0.21,-0.31,0.13,-0.17,-0.49,-0.21,-0.59,0.71,0.42,-0.42,-1.1,0.48,-0.18,-0.07,-0.1,0.8,0.32,0
0.21,-0.31,0.13,-1.5,2.16,-0.21,-0.59,1.44,0.42,-0.11,0.14,0.48,-0.18,-0.07,-0.1,-0.3,-0.91,1
0.21,-0.31,-0.99,0.49,-0.49,-0.21,-0.59,-0.9,0.42,1.49,-0.08,0.48,-0.18,-0.07,-0.1,-0.26,0.32,0
-1.68,-0.31,-0.99,-0.17,-0.49,-0.21,-0.59,-0.52,-2.38,1.49,0.14,-2.48,5.43,-0.07,0.38,-1.07,-0.91,0
2.1,-0.31,-0.99,-0.17,0.39,-0.21,1.37,-0.97,0.42,-0.42,-0.76,0.48,-0.18,-0.07,-0.1,1.35,0.32,0
0.21,-0.31,0.13,1.15,-0.49,-0.21,1.37,-0.14,0.42,0.53,-0.99,0.48,-0.18,-0.07,-0.1,0.95,1.54,0
-1.68,-0.31,1.26,-0.83,-0.49,-0.21,-0.59,-0.72,-2.38,0.53,-1.21,0.48,-0.18,-0.07,-0.1,-0.96,0.32,0
0.21,-0.31,-0.99,1.15,-0.49,-0.21,-0.59,2.35,0.42,0.85,-1.21,0.48,-0.18,-0.07,-0.1,-0.08,0.32,1
0.21,-0.31,-0.99,-0.83,2.16,-0.21,3.32,-0.97,0.42,-1.38,-0.65,-3.96,-0.18,-0.07,-0.1,-2.79,0.32,0
2.1,-0.31,0.13,-0.83,-0.49,-0.21,1.37,0.42,0.42,1.17,1.16,0.48,-0.18,-0.07,-0.1,0.54,0.32,1
0.21,-0.31,1.26,0.49,2.16,-0.21,-0.59,0.61,0.42,1.49,0.93,0.48,-0.18,-0.07,-0.1,-0.23,0.32,1
0.21,4.02,0.13,-0.17,-0.49,-0.21,2.67,-0.55,-2.38,1.49,-1.33,0.48,-0.18,-0.07,-0.1,2.06,0.32,0
0.21,-0.31,-0.99,-0.17,-0.49,-0.21,1.37,-0.04,0.42,0.53,0.03,0.48,-0.18,-0.07,-0.1,1.39,0.32,0
0.21,-0.31,1.26,-0.17,2.16,-0.21,-0.59,-0.46,0.42,-0.74,0.71,0.48,-0.18,-0.07,-0.1,-0.2,-0.91,1
0.21,-0.31,-0.99,-0.83,-0.49,-0.21,-0.59,-0.44,0.42,-1.38,-0.65,0.48,-0.18,-0.07,-0.1,-0.63,1.54,0
0.21,1.86,-0.99,-0.83,2.16,-0.21,-0.59,-0.91,0.42,0.21,-1.55,0.48,-0.18,-0.07,-0.1,-0.22,-0.91,0
-1.68,-0.31,0.13,-0.83,-0.49,-0.21,-0.59,-0.76,0.42,1.17,-0.99,0.48,-0.18,-0.07,-0.1,0.83,0.32,0
0.21,-0.31,-0.99,-0.83,2.16,-0.21,-0.59,1.06,0.42,-0.11,-1.55,0.48,-0.18,-0.07,-0.1,-0.53,-0.91,1
0.21,-0.31,-0.99,-0.17,2.16,-0.21,-0.59,-0.87,0.42,-1.06,-0.08,0.48,-0.18,-0.07,-0.1,0.35,0.32,0
-1.68,-0.31,1.26,1.81,-0.49,-0.21,1.37,-0.95,0.42,-0.74,0.93,0.48,-0.18,-0.07,-0.1,1.12,-0.91,1
0.21,-0.31,0.13,-0.17,-0.49,-0.21,-0.59,-0.14,0.42,0.21,-1.21,-1.0,-0.18,-0.07,-0.1,-0.55,-0.91,0
-1.68,-0.31,-0.99,-0.17,-0.49,-0.21,-0.59,0.02,0.42,-1.38,-1.44,0.48,-0.18,-0.07,-0.1,-0.84,-0.91,0
0.21,-0.31,0.13,1.15,-0.49,-0.21,1.37,-0.95,0.42,1.49,-0.99,0.48,-0.18,-0.07,-0.1,-0.14,-0.91,0
0.21,-0.31,-0.99,-0.83,-0.49,-0.21,-0.59,-0.97,0.42,-0.42,1.38,-2.48,-0.18,-0.07,-0.1,0.28,-0.91,0
0.21,-0.31,-0.99,-0.17,-0.49,-0.21,-0.59,1.47,0.42,0.21,-1.21,0.48,-0.18,-0.07,-0.1,-0.01,1.54,1
0.21,-0.31,1.26,-0.17,-0.49,-0.21,-0.59,0.1,0.42,-1.38,0.48,-1.0,-0.18,-0.07,-0.1,-1.22,-0.91,0
0.21,-0.31,-0.99,-0.83,2.16,-0.21,-0.59,-0.94,0.42,-1.7,-0.31,0.48,-0.18,-0.07,-0.1,-0.7,0.32,1
0.21,-0.31,-0.99,-0.83,-0.49,-0.21,-0.59,-0.71,0.42,-0.42,-0.2,0.48,-0.18,-0.07,-0.1,0.14,-0.91,1
0.21,-0.31,1.26,1.15,-0.49,-0.21,-0.59,1.44,0.42,-0.11,1.72,-1.0,-0.18,-0.07,-0.1,-0.88,1.54,0
0.21,-0.31,-0.99,-0.83,-0.49,-0.21,-0.59,-0.34,0.42,-1.06,1.61,0.48,-0.18,-0.07,-0.1,0.56,-0.91,1
0.21,-0.31,0.13,1.81,-0.49,-0.21,0.06,0.12,-2.38,0.85,0.48,-1.0,-0.18,-0.07,-0.1,-1.0,-0.91,0
0.21,-0.31,-0.99,-0.17,-0.49,-0.21,-0.59,-0.34,0.42,0.85,0.37,-1.0,-0.18,-0.07,-0.1,-0.53,-0.91,0
0.21,-0.31,1.26,0.49,-0.49,-0.21,-0.59,-0.49,-2.38,0.53,1.16,-1.0,-0.18,-0.07,-0.1,-1.26,0.32,0
0.21,-0.31,0.13,-0.17,-0.49,-0.21,-0.59,1.09,0.42,-0.42,-1.44,-1.0,-0.18,-0.07,-0.1,0.69,-0.91,0
0.21,-0.31,0.13,-0.17,0.39,-0.21,1.37,-0.72,0.42,-1.7,-0.42,0.48,-0.18,-0.07,-0.1,1.01,-0.91,0
0.21,-0.31,-0.99,1.15,-0.49,-0.21,-0.59,0.26,0.42,-1.06,1.27,0.48,-0.18,-0.07,-0.1,-0.01,0.32,0
0.21,-0.31,1.26,1.15,-0.49,-0.21,-0.59,0.96,0.42,-0.11,0.59,0.48,-0.18,-0.07,-0.1,-0.09,-0.91,1
0.21,-0.31,0.13,-0.17,-0.49,-0.21,0.06,0.12,0.42,-1.38,-0.2,0.48,-0.18,-0.07,-0.1,-0.95,-0.91,0
0.21,1.86,-0.99,-0.83,-0.49,4.77,1.37,-0.95,0.42,-0.74,1.72,0.48,-0.18,-0.07,-0.1,1.3,1.54,0
0.21,-0.31,0.13,0.49,-0.49,-0.21,1.37,0.4,0.42,-0.11,0.59,0.48,-0.18,-0.07,-0.1,0.46,-0.91,0
-1.68,-0.31,1.26,-0.83,-0.49,-0.21,-0.59,0.4,0.42,0.85,-0.88,0.48,-0.18,-0.07,-0.1,0.15,0.32,0
0.21,-0.31,-0.99,-0.17,-0.49,-0.21,-0.59,1.77,0.42,0.85,0.25,0.48,-0.18,-0.07,-0.1,-0.01,0.32,1
0.21,-0.31,1.26,-0.17,-0.49,-0.21,-0.59,3.36,0.42,0.85,0.82,0.48,-0.18,-0.07,-0.1,-0.39,-0.91,1
0.21,-0.31,0.13,0.49,-0.49,-0.21,1.37,0.11,0.42,-1.38,0.59,0.48,-0.18,-0.07,-0.1,-0.16,0.32,0
0.21,-0.31,1.26,1.81,-0.49,-0.21,-0.59,-0.76,-2.38,0.53,-0.08,0.48,-0.18,-0.07,-0.1,0.69,1.54,0
0.21,-0.31,1.26,-0.17,-0.49,-0.21,-0.59,2.68,0.42,1.49,1.61,0.48,-0.18,-0.07,-0.1,-0.57,1.54,1
0.21,-0.31,0.13,-0.17,-0.49,-0.21,-0.59,0.42,0.42,-1.7,-1.21,-1.0,-0.18,-0.07,-0.1,-0.89,-0.91,0
0.21,-0.31,1.26,0.49,-0.49,-0.21,-0.59,0.39,-2.38,0.21,-0.08,0.48,-0.18,-0.07,-0.1,-0.53,0.32,1
2.1,-0.31,0.13,0.49,-0.49,-0.21,1.37,0.58,0.42,-0.11,-0.54,0.48,-0.18,-0.07,-0.1,0.9,1.54,0
0.21,-0.31,1.26,0.49,-0.49,-0.21,-0.59,-0.74,-2.38,0.53,0.25,0.48,-0.18,-0.07,-0.1,1.29,0.32,1
2.1,-0.31,1.26,-0.83,0.39,-0.21,-0.59,-0.81,-2.38,0.21,-0.08,-1.0,-0.18,-0.07,-0.1,0.87,0.32,0
2.1,-0.31,-0.99,-0.83,-0.49,-0.21,-0.59,1.68,0.42,-0.11,1.38,0.48,-0.18,-0.07,-0.1,0.61,1.54,1
-1.68,-0.31,-0.99,-0.83,-0.49,-0.21,-0.59,-0.97,0.42,-0.42,-0.88,-2.48,5.43,-0.07,0.86,-0.35,-0.91,0
0.21,-0.31,0.13,-0.17,0.39,-0.21,1.37,0.59,0.42,-0.42,0.48,0.48,-0.18,-0.07,-0.1,1.82,-0.91,1
0.21,-0.31,1.26,0.49,0.39,-0.21,-0.59,-0.4,0.42,0.21,1.16,0.48,-0.18,-0.07,-0.1,1.57,0.32,1
0.21,-0.31,-0.99,0.49,-0.49,4.77,-0.59,0.02,0.42,-0.74,-0.65,0.48,-0.18,-0.07,-0.1,0.8,0.32,0
-1.68,-0.31,-0.99,-0.83,-0.49,-0.21,-0.59,-0.91,0.42,0.53,-0.08,0.48,-0.18,-0.07,-0.1,1.41,-0.91,0
0.21,-0.31,-0.99,-0.83,-0.49,-0.21,3.32,-0.97,-2.38,1.49,0.03,-3.96,5.43,4.82,3.77,-2.79,0.32,0
0.21,-0.31,1.26,1.15,0.39,-0.21,-0.59,1.32,0.42,-0.11,0.03,0.48,-0.18,-0.07,-0.1,0.04,-0.91,1
2.1,-0.31,0.13,-0.17,0.39,-0.21,-0.59,1.38,0.42,-1.38,1.05,0.48,-0.18,-0.07,-0.1,0.64,-0.91,1
0.21,-0.31,0.13,-0.17,-0.49,-0.21,-0.59,-0.34,0.42,-1.38,1.05,-1.0,-0.18,-0.07,-0.1,-1.0,-0.91,0
-3.57,4.02,1.26,0.49,-0.49,-0.21,0.06,0.61,0.42,-1.38,0.93,0.48,-0.18,-0.07,-0.1,0.38,0.32,0
-1.68,-0.31,-0.99,-0.83,-0.49,-0.21,1.37,-0.59,0.42,-0.74,0.25,0.48,-0.18,-0.07,-0.1,0.38,0.32,0
0.21,-0.31,0.13,-0.17,-0.49,-0.21,-0.59,-0.05,0.42,-1.06,0.71,0.48,-0.18,-0.07,-0.1,-0.01,0.32,1
0.21,-0.31,0.13,-1.5,2.16,-0.21,-0.59,-0.11,0.42,-0.42,1.16,0.48,-0.18,-0.07,-0.1,-0.44,0.32,0
0.21,-0.31,0.13,-1.5,2.16,-0.21,-0.59,0.55,0.42,0.85,-0.76,0.48,-0.18,-0.07,-0.1,0.06,0.32,1
0.21,-0.31,0.13,0.49,-0.49,-0.21,-0.59,-0.09,-2.38,0.85,-0.42,-1.0,-0.18,-0.07,-0.1,-1.07,0.32,0
0.21,-0.31,-0.99,-0.17,-0.49,-0.21,1.37,0.49,0.42,-0.11,0.71,0.48,-0.18,-0.07,-0.1,0.46,0.32,0
0.21,-0.31,1.26,-0.83,2.16,-0.21,-0.59,-0.6,0.42,-0.74,0.71,0.48,-0.18,-0.07,-0.1,0.09,1.54,0
-3.57,4.02,1.26,1.81,-0.49,-0.21,0.06,1.64,0.42,0.53,-1.55,0.48,-0.18,-0.07,-0.1,0.4,-0.91,1
0.21,-0.31,0.13,-0.17,-0.49,-0.21,-0.59,2.02,0.42,0.53,-1.21,0.48,-0.18,-0.07,-0.1,0.56,1.54,1
0.21,-0.31,-0.99,0.49,2.16,-0.21,-0.59,0.1,0.42,-1.06,1.27,0.48,-0.18,-0.07,-0.1,-0.61,0.32,0
0.21,-0.31,1.26,-0.83,-0.49,-0.21,-0.59,-0.81,-2.38,1.17,-1.67,0.48,-0.18,-0.07,-0.1,-0.49,0.32,0
-1.68,-0.31,1.26,0.49,-0.49,-0.21,1.37,-0.44,0.42,0.53,-0.54,-2.48,-0.18,-0.07,-0.1,0.11,-0.91,0
0.21,-0.31,0.13,-0.17,-0.49,-0.21,-0.59,-0.97,-2.38,0.53,-1.33,-1.0,-0.18,-0.07,-0.1,-1.04,-0.91,0
0.21,-0.31,-0.99,0.49,-0.49,-0.21,-0.59,0.14,-2.38,-0.11,-0.99,0.48,-0.18,-0.07,-0.1,-0.77,1.54,0
0.21,-0.31,0.13,-0.83,2.16,-0.21,-0.59,-0.76,-2.38,0.53,-1.21,0.48,-0.18,-0.07,-0.1,0.25,-0.91,0
2.1,-0.31,0.13,0.49,-0.49,-0.21,1.37,0.28,0.42,-0.11,-0.2,0.48,-0.18,-0.07,-0.1,0.84,1.54,0
0.21,1.86,0.13,-0.17,-0.49,-0.21,1.37,0.36,0.42,-0.74,-0.31,0.48,-0.18,-0.07,-0.1,0.92,-0.91,1
0.21,-0.31,1.26,0.49,-0.49,-0.21,-0.59,-0.37,-2.38,0.53,0.25,0.48,-0.18,-0.07,-0.1,-0.83,-0.91,0
-1.68,-0.31,-0.99,-0.83,-0.49,-0.21,-0.59,-0.91,-2.38,1.17,0.14,0.48,-0.18,-0.07,-0.1,-0.39,1.54,0
2.1,-0.31,1.26,1.15,-0.49,-0.21,1.37,-0.09,0.42,-0.11,0.93,0.48,-0.18,-0.07,-0.1,0.84,0.32,0
0.21,-0.31,0.13,-0.17,-0.49,-0.21,1.37,-0.05,-2.38,1.17,0.82,-1.0,-0.18,-0.07,-0.1,-1.21,-0.91,0
0.21,1.86,0.13,0.49,-0.49,-0.21,-0.59,0.05,0.42,-1.06,-1.33,0.48,-0.18,-0.07,-0.1,0.01,2.77,0
0.21,-0.31,0.13,0.49,-0.49,-0.21,-0.59,-0.92,0.42,0.21,1.5,0.48,-0.18,-0.07,-0.1,1.08,1.54,0
0.21,-0.31,-0.99,-0.83,-0.49,-0.21,2.02,-0.92,0.42,-0.42,-0.54,0.48,-0.18,-0.07,-0.1,0.61,-0.91,0
0.21,-0.31,1.26,-0.17,-0.49,-0.21,-0.59,-0.02,0.42,-0.11,0.93,0.48,-0.18,-0.07,-0.1,-0.01,-0.91,1
0.21,-0.31,1.26,-0.83,-0.49,-0.21,-0.59,-0.49,0.42,-2.02,-1.44,0.48,-0.18,-0.07,-0.1,-0.89,-0.91,0
-1.68,-0.31,1.26,-0.17,-0.49,-0.21,-0.59,0.71,0.42,-1.7,1.27,-1.0,-0.18,-0.07,-0.1,-0.78,0.32,0
0.21,-0.31,-0.99,0.49,-0.49,-0.21,-0.59,-0.84,0.42,-1.06,1.27,0.48,-0.18,-0.07,-0.1,0.67,0.32,0
0.21,-0.31,-0.99,-0.83,2.16,-0.21,-0.59,-0.69,0.42,0.53,-0.08,0.48,-0.18,-0.07,-0.1,0.88,1.54,0
0.21,-0.31,0.13,0.49,-0.49,-0.21,-0.59,0.27,0.42,1.17,-0.2,0.48,-0.18,-0.07,-0.1,-0.42,1.54,0
0.21,-0.31,0.13,-0.17,-0.49,-0.21,0.06,0.45,-2.38,0.85,0.37,0.48,-0.18,-0.07,-0.1,-0.98,1.54,0
0.21,-0.31,1.26,0.49,0.39,-0.21,-0.59,-0.21,0.42,1.49,-1.44,0.48,-0.18,-0.07,-0.1,0.4,0.32,0
-1.68,-0.31,-0.99,-0.83,-0.49,-0.21,-0.59,0.17,-2.38,0.53,1.61,0.48,-0.18,-0.07,-0.1,-1.15,1.54,0
0.21,-0.31,0.13,-0.17,-0.49,-0.21,0.06,1.38,0.42,-1.06,0.71,-1.0,-0.18,-0.07,-0.1,-0.68,-0.91,0
0.21,-0.31,1.26,-0.83,2.16,-0.21,-0.59,-0.94,0.42,0.21,1.38,-1.0,-0.18,-0.07,-0.1,-0.81,-0.91,0
0.21,-0.31,1.26,1.15,-0.49,-0.21,-0.59,-0.37,0.42,-2.02,-0.99,0.48,-0.18,-0.07,-0.1,-0.52,0.32,0
0.21,-0.31,1.26,-1.5,-0.49,-0.21,-0.59,-0.27,0.42,-1.06,0.14,0.48,-0.18,-0.07,-0.1,-0.13,1.54,0
0.21,-0.31,-0.99,0.49,0.39,-0.21,1.37,-0.33,0.42,0.21,1.72,0.48,-0.18,-0.07,-0.1,1.37,-0.91,1
0.21,-0.31,1.26,-0.17,-0.49,-0.21,2.02,-0.85,0.42,0.85,-0.99,0.48,-0.18,-0.07,-0.1,1.86,-0.91,1
0.21,-0.31,1.26,-0.17,2.16,-0.21,-0.59,-0.39,0.42,-1.38,-0.54,0.48,-0.18,-0.07,-0.1,-0.91,-0.91,1
0.21,4.02,-0.99,1.81,-0.49,-0.21,2.67,-0.76,-2.38,0.53,-0.08,0.48,-0.18,-0.07,-0.1,2.1,0.32,0
0.21,-0.31,-0.99,-0.17,2.16,-0.21,-0.59,0.2,0.42,1.49,-1.55,0.48,-0.18,-0.07,-0.1,-0.47,0.32,0
0.21,-0.31,1.26,-0.83,-0.49,-0.21,1.37,1.54,0.42,-0.74,0.71,0.48,-0.18,-0.07,-0.1,-0.45,0.32,0
0.21,-0.31,1.26,-0.17,-0.49,-0.21,-0.59,-0.39,-2.38,1.49,1.16,-1.0,-0.18,-0.07,-0.1,-1.34,0.32,0
0.21,-0.31,1.26,-0.83,-0.49,-0.21,-0.59,0.59,0.42,0.21,0.59,0.48,-0.18,-0.07,-0.1,0.37,0.32,0
0.21,-0.31,0.13,1.81,-0.49,-0.21,-0.59,-0.3,0.42,1.17,0.59,-1.0,-0.18,-0.07,-0.1,-0.89,-0.91,0
-1.68,-0.31,-0.99,-0.83,-0.49,-0.21,-0.59,-0.79,-2.38,0.85,-0.99,-2.48,-0.18,-0.07,-0.1,-1.07,-0.91,0
0.21,-0.31,-0.99,0.49,-0.49,-0.21,1.37,-0.74,0.42,-1.06,-0.42,0.48,-0.18,-0.07,-0.1,1.03,1.54,0
-1.68,-0.31,-0.99,-0.17,-0.49,-0.21,-0.59,-0.88,-2.38,0.85,0.48,0.48,-0.18,-0.07,-0.1,0.38,1.54,0
0.21,-0.31,-0.99,-0.17,-0.49,-0.21,-0.59,2.76,0.42,0.21,1.16,-1.0,-0.18,-0.07,-0.1,-0.88,0.32,0
0.21,-0.31,1.26,-0.17,-0.49,-0.21,-0.59,1.41,0.42,-0.74,0.71,-1.0,-0.18,-0.07,-0.1,-0.66,-0.91,0
2.1,-0.31,1.26,1.15,-0.49,-0.21,3.32,-0.88,0.42,-0.74,0.48,0.48,-0.18,-0.07,-0.1,2.41,-0.91,1
0.21,1.86,-0.99,-0.17,-0.49,-0.21,-0.59,-0.31,0.42,-0.42,1.5,0.48,-0.18,-0.07,-0.1,0.75,0.32,0
-1.68,-0.31,1.26,1.15,-0.49,-0.21,-0.59,-0.55,0.42,-1.7,0.48,0.48,-0.18,-0.07,-0.1,-0.85,-0.91,1
0.21,-0.31,1.26,1.81,-0.49,-0.21,1.37,0.68,0.42,1.49,1.27,0.48,-0.18,-0.07,-0.1,0.19,1.54,1
0.21,-0.31,-0.99,-0.17,-0.49,-0.21,-0.59,-0.85,0.42,-0.74,1.72,0.48,-0.18,-0.07,-0.1,0.15,0.32,0
2.1,-0.31,1.26,-0.17,-0.49,-0.21,-0.59,2.12,0.42,0.21,0.37,-1.0,-0.18,-0.07,-0.1,-0.23,0.32,0
0.21,-0.31,-0.99,0.49,-0.49,-0.21,-0.59,-0.12,0.42,-1.38,1.72,0.48,-0.18,-0.07,-0.1,-0.39,0.32,0
0.21,-0.31,1.26,0.49,-0.49,-0.21,2.67,2.31,0.42,1.49,1.5,0.48,-0.18,-0.07,-0.1,1.17,-0.91,0
-1.68,-0.31,0.13,-0.17,-0.49,-0.21,-0.59,-0.31,0.42,1.17,-0.99,0.48,-0.18,-0.07,-0.1,0.99,-0.91,0
0.21,-0.31,-0.99,0.49,2.16,-0.21,-0.59,-0.56,0.42,0.53,1.27,0.48,-0.18,-0.07,-0.1,-0.21,0.32,0
2.1,-0.31,0.13,-0.17,-0.49,4.77,1.37,0.94,0.42,0.21,1.16,0.48,-0.18,-0.07,-0.1,0.84,1.54,0
2.1,-0.31,1.26,-0.83,-0.49,-0.21,1.37,1.07,0.42,-0.11,-1.44,0.48,-0.18,-0.07,-0.1,0.69,1.54,0
0.21,-0.31,1.26,1.81,-0.49,-0.21,-0.59,0.18,0.42,-1.38,-0.42,0.48,-0.18,-0.07,-0.1,-1.29,0.32,0
0.21,-0.31,1.26,2.47,-0.49,-0.21,-0.59,0.47,0.42,-1.06,1.27,-1.0,-0.18,-0.07,-0.1,-0.66,0.32,0
0.21,-0.31,0.13,1.15,-0.49,4.77,-0.59,1.38,0.42,1.17,1.38,0.48,-0.18,-0.07,-0.1,-0.31,2.77,0
0.21,-0.31,0.13,0.49,-0.49,-0.21,-0.59,-0.9,-2.38,0.85,-1.21,0.48,-0.18,-0.07,-0.1,1.04,0.32,0
0.21,-0.31,-0.99,1.15,-0.49,-0.21,-0.59,-0.95,0.42,-1.7,-0.65,0.48,-0.18,-0.07,-0.1,-0.34,1.54,0
0.21,4.02,1.26,0.49,-0.49,-0.21,0.06,-0.37,0.42,0.53,-1.33,0.48,-0.18,-0.07,-0.1,2.73,-0.91,1
0.21,-0.31,0.13,-1.5,2.16,-0.21,-0.59,2.28,0.42,0.21,-0.08,0.48,-0.18,-0.07,-0.1,-0.53,0.32,1
-1.68,-0.31,-0.99,-0.83,-0.49,-0.21,-0.59,-0.97,0.42,-0.74,0.93,0.48,-0.18,-0.07,-0.1,0.77,-0.91,1
0.21,-0.31,1.26,-0.17,-0.49,-0.21,-0.59,-0.95,-2.38,0.85,0.14,0.48,-0.18,-0.07,-0.1,-0.43,1.54,0
0.21,1.86,1.26,1.81,-0.49,-0.21,-0.59,1.9,0.42,0.21,0.82,0.48,-0.18,-0.07,-0.1,0.17,1.54,1
0.21,1.86,1.26,-0.17,0.39,-0.21,-0.59,-0.9,0.42,-0.42,1.16,0.48,-0.18,-0.07,-0.1,2.38,1.54,0
0.21,-0.31,0.13,-0.17,-0.49,-0.21,1.37,-0.56,0.42,-0.74,0.48,0.48,-0.18,-0.07,-0.1,1.03,0.32,0
0.21,-0.31,0.13,-0.17,-0.49,-0.21,-0.59,-0.4,0.42,0.85,-1.44,0.48,-0.18,-0.07,-0.1,0.32,-0.91,0
-1.68,-0.31,-0.99,-0.83,-0.49,-0.21,-0.59,-0.92,0.42,-1.06,0.03,0.48,-0.18,-0.07,-0.1,0.51,-0.91,0
2.1,-0.31,0.13,0.49,-0.49,-0.21,1.37,0.75,0.42,0.85,1.27,0.48,-0.18,-0.07,-0.1,-0.24,0.32,0
2.1,-0.31,-0.99,0.49,-0.49,-0.21,-0.59,-0.53,0.42,-1.38,1.72,0.48,-0.18,-0.07,-0.1,1.18,-0.91,1
0.21,-0.31,0.13,-1.5,2.16,-0.21,-0.59,-0.88,0.42,-0.42,-0.31,0.48,-0.18,-0.07,-0.1,-0.44,-0.91,0
0.21,-0.31,0.13,0.49,-0.49,4.77,-0.59,-0.08,0.42,0.21,1.5,0.48,-0.18,-0.07,-0.1,0.04,-0.91,0
-1.68,-0.31,-0.99,0.49,-0.49,-0.21,-0.59,-0.88,0.42,-0.11,1.16,-2.48,5.43,-0.07,0.38,-1.07,-0.91,0
0.21,1.86,1.26,-1.5,-0.49,-0.21,-0.59,-0.25,0.42,0.21,0.59,0.48,-0.18,-0.07,-0.1,1.46,0.32,0
0.21,-0.31,1.26,0.49,-0.49,-0.21,-0.59,-0.74,0.42,1.49,0.71,0.48,-0.18,-0.07,-0.1,-0.92,-0.91,0
0.21,-0.31,1.26,-0.17,-0.49,-0.21,1.37,-0.39,0.42,0.85,-0.08,0.48,-0.18,-0.07,-0.1,1.12,1.54,0
-1.68,-0.31,-0.99,-0.17,-0.49,-0.21,1.37,-0.88,-2.38,0.85,0.48,0.48,-0.18,-0.07,-0.1,0.8,0.32,0
2.1,-0.31,-0.99,-0.17,-0.49,-0.21,1.37,-0.75,0.42,-1.06,1.5,0.48,-0.18,-0.07,-0.1,1.88,-0.91,1
